customer_id,country,age,gender,income_level,Winning_percentage,Days_Since_Last_Bet,Active_Days,Total_Number_of_Bets,Total_Amount_Wagered,Average_Bet_Amount,Number_of_Bonuses_Received,Amount_of_Bonuses_Received,Revenue_from_Bonuses,Increase_in_Bets_After_Bonus,Increase_in_wagering_after_Bonus,Should_Receive_Bonus,cust_name,Bonus_ROI,Age_Group,Customer_Lifetime_Value,Income_Category
6548,Wallis and Futuna,52,Female,43777,64,12,285,42.0,94274,995,100,1000,5000,500,50000,Yes,Robert Wagner,4.0,46-60,500000,Middle Income
8919,Djibouti,48,Female,115011,7,36,199,38.0,94521,998,100,1000,5000,500,50000,No,Sarah Garner,4.0,46-60,500000,High Income
3221,Turks and Caicos Islands,37,Female,37536,24,6,141,25.0,84828,987,100,1000,5000,500,50000,Yes,John Lopez,4.0,31-45,500000,Middle Income
2266,Reunion,66,Female,77406,30,25,90,26.0,92748,990,100,1000,5000,500,50000,Yes,Laura Navarro,4.0,60+,500000,High Income
8815,American Samoa,32,Female,68083,53,23,358,35.0,99965,990,100,1000,5000,500,50000,Yes,Jason Myers,4.0,31-45,500000,Middle Income
8911,Greece,79,Female,98887,37,22,336,40.0,98783,991,100,1000,5000,500,50000,Yes,Anna Jones,4.0,60+,500000,High Income
9893,Martinique,67,Female,26808,17,4,314,26.0,83493,986,100,1000,5000,500,50000,Yes,Laura Roman,4.0,60+,500000,Low Income
4360,Japan,48,Female,94834,5,40,278,31.0,90059,999,100,1000,5000,500,50000,No,Madison Hawkins,4.0,46-60,500000,High Income
4312,San Marino,37,Female,38742,79,24,314,44.0,95182,992,100,1000,5000,500,50000,Yes,Regina Robinson,4.0,31-45,500000,Middle Income
5518,Maldives,64,Female,57880,57,14,97,25.0,89701,989,100,1000,5000,500,50000,Yes,Kelsey Valenzuela,4.0,60+,500000,Middle Income
5573,Mozambique,46,Female,110148,48,22,141,40.0,98915,991,100,1000,5000,500,50000,Yes,Jackson Medina,4.0,46-60,500000,High Income
7658,Tunisia,41,Female,142810,6,15,97,26.0,91404,990,100,1000,5000,500,50000,No,Andrew Mcconnell,4.0,31-45,500000,High Income
5244,Kyrgyz Republic,27,Male,72598,27,17,97,27.0,93895,991,100,1000,5000,500,50000,No,Sabrina Ingram,4.0,18-30,500000,High Income
6900,Dominican Republic,61,Female,130063,62,26,112,32.0,98713,991,100,1000,5000,500,50000,Yes,Patrick Schultz,4.0,60+,500000,High Income
6544,Solomon Islands,31,Female,99147,70,20,126,36.0,99929,990,100,1000,5000,500,50000,Yes,Susan Harper,4.0,31-45,500000,High Income
9390,Hungary,74,Female,109018,27,2,329,19.0,75221,975,99,999,4997,500,50000,Yes,Nicole Lyons,4.002002002,60+,494703,High Income
1219,Germany,18,Female,41296,58,40,358,18.0,75221,975,99,999,4997,500,49999,Yes,James Jones,4.002002002,18-30,494703,Middle Income
9138,British Virgin Islands,54,Female,78339,51,18,184,46.0,91945,991,100,1000,5000,500,50000,Yes,Brian Cox,4.0,46-60,500000,High Income
1528,Guernsey,45,Female,114050,42,8,256,39.0,93960,998,100,1000,5000,500,50000,No,Nicole May,4.0,46-60,500000,High Income
5054,Iran,54,Male,131137,60,15,228,47.0,89032,988,100,1000,5000,500,50000,Yes,Alicia Navarro,4.0,46-60,500000,High Income
9815,Tanzania,46,Male,97046,44,18,271,48.0,88410,986,100,1000,5000,500,50000,Yes,William House,4.0,46-60,500000,High Income
2289,Ghana,30,Male,108467,24,14,242,46.0,89782,990,100,1000,5000,500,50000,Yes,Jason Mills,4.0,31-45,500000,High Income
5212,Ukraine,32,Female,87026,58,20,97,28.0,95809,991,100,1000,5000,500,50000,Yes,Bradley Allen,4.0,31-45,500000,High Income
5380,North Macedonia,74,Female,145454,44,24,249,50.0,85377,980,100,1000,5000,500,50000,Yes,Joshua Tate,4.0,60+,500000,High Income
3348,Somalia,75,Female,61726,49,25,199,48.0,88827,987,100,1000,5000,500,50000,Yes,Trevor Mills,4.0,60+,500000,Middle Income
5701,Philippines,41,Male,39011,10,26,307,44.0,94166,992,100,1000,5000,500,50000,Yes,Tracy Navarro,4.0,31-45,500000,Middle Income
3388,Andorra,76,Female,53022,78,3,133,18.0,75221,975,99,999,4996,500,49999,Yes,Jeffrey Alvarez,4.001001001,60+,494604,Middle Income
8490,Luxembourg,25,Female,126272,44,20,170,45.0,94072,992,100,1000,5000,500,50000,Yes,April Martin,4.0,18-30,500000,High Income
5360,Costa Rica,59,Female,52692,49,5,162,27.0,86941,993,100,1000,5000,500,50000,Yes,John Harris,4.0,46-60,500000,Middle Income
8104,Zimbabwe,69,Female,143538,45,35,112,24.0,85675,985,100,1000,5000,500,50000,Yes,Paul Wright,4.0,60+,500000,High Income
2436,Ireland,50,Female,84312,45,32,293,42.0,94639,995,100,1000,5000,500,50000,Yes,Jeffrey Olson,4.0,46-60,500000,High Income
2410,Belgium,52,Female,58642,55,16,104,29.0,95376,992,100,1000,5000,500,50000,Yes,Nicole Larson,4.0,46-60,500000,Middle Income
5802,Saudi Arabia,44,Male,85247,63,8,365,22.0,80589,975,100,1000,5000,500,50000,Yes,Stephanie Henson,4.0,31-45,500000,High Income
4068,Mauritania,57,Male,144049,23,8,336,29.0,91159,996,100,1000,5000,500,50000,No,Patrick Smith,4.0,46-60,500000,High Income
6274,Cuba,27,Male,116502,62,19,300,46.0,92702,991,100,1000,5000,500,50000,Yes,Michelle Rogers,4.0,18-30,500000,High Income
5260,Libyan Arab Jamahiriya,41,Male,32122,56,20,170,45.0,94072,992,100,1000,5000,500,50000,Yes,Sonya Hughes,4.0,31-45,500000,Middle Income
4314,Pakistan,36,Male,96433,10,35,307,36.0,95679,997,100,1000,5000,500,50000,No,Carrie Lindsey,4.0,31-45,500000,High Income
5260,Libyan Arab Jamahiriya,41,Male,32122,10,1,184,22.0,75221,975,99,1000,4999,500,50000,Yes,Sonya Hughes,3.999,31-45,494901,Middle Income
9629,Qatar,72,Male,113309,27,22,141,40.0,98915,991,100,1000,5000,500,50000,Yes,Daniel Cordova,4.0,60+,500000,High Income
1945,Mayotte,55,Female,99736,66,33,155,36.0,96968,995,100,1000,5000,500,50000,Yes,Melanie Frank,4.0,46-60,500000,High Income
2436,Ireland,50,Female,84312,66,36,307,35.0,94944,998,100,1000,5000,500,50000,Yes,Jeffrey Olson,4.0,46-60,500000,High Income
3374,Jamaica,19,Male,61272,36,39,177,31.0,90635,998,100,1000,5000,500,50000,No,Mitchell Pineda,4.0,18-30,500000,Middle Income
2410,Belgium,52,Female,58642,37,16,206,47.0,89912,989,100,1000,5000,500,50000,Yes,Nicole Larson,4.0,46-60,500000,Middle Income
7373,Micronesia,54,Female,108086,6,17,148,40.0,98181,992,100,1000,5000,500,50000,No,Ronald Cain,4.0,46-60,500000,High Income
4028,Tokelau,47,Male,76885,78,32,271,44.0,92482,994,100,1000,5000,500,50000,Yes,Juan Mitchell,4.0,46-60,500000,High Income
4542,Madagascar,67,Male,108904,10,34,97,21.0,80873,975,100,1000,5000,500,50000,Yes,Terri Smith,4.0,60+,500000,High Income
2992,Angola,70,Female,56332,9,5,199,32.0,90964,999,100,1000,5000,500,50000,No,Charles Stephenson,4.0,60+,500000,Middle Income
5802,Saudi Arabia,44,Male,85247,49,35,170,36.0,95694,997,100,1000,5000,500,50000,No,Stephanie Henson,4.0,31-45,500000,High Income
6943,Sao Tome and Principe,78,Male,116141,49,9,191,38.0,94947,998,100,1000,5000,500,50000,No,Ronald Flynn,4.0,60+,500000,High Income
7043,Slovenia,51,Male,34227,16,30,126,33.0,98106,993,100,1000,5000,500,50000,No,Matthew Mills,4.0,46-60,500000,Middle Income
7584,Nauru,51,Male,142921,10,26,278,48.0,89059,987,100,1000,5000,500,50000,Yes,Jonathan Mullins,4.0,46-60,500000,High Income
7944,Bermuda,64,Female,73886,77,38,199,35.0,93306,999,100,1000,5000,500,50000,Yes,Christine Saunders,4.0,60+,500000,High Income
7885,Mauritania,69,Male,116537,72,34,242,43.0,92724,995,100,1000,5000,500,50000,Yes,Scott Garcia,4.0,60+,500000,High Income
5796,Haiti,54,Female,20160,26,15,220,47.0,89423,989,100,1000,5000,500,50000,Yes,Mary Austin,4.0,46-60,500000,Low Income
4714,Monaco,25,Male,55386,41,27,285,47.0,90692,990,100,1000,5000,500,50000,Yes,Julie Cline,4.0,18-30,500000,Middle Income
6867,Nepal,51,Male,99502,13,40,343,21.0,76084,975,99,1000,5000,500,50000,Yes,Vanessa Miller,4.0,46-60,495000,High Income
5857,Philippines,42,Female,128870,21,27,199,47.0,89740,988,100,1000,5000,500,50000,Yes,Grant Macdonald,4.0,31-45,500000,High Income
2266,Reunion,66,Female,77406,28,13,133,33.0,97497,994,100,1000,5000,500,50000,No,Laura Navarro,4.0,60+,500000,High Income
8927,Vietnam,67,Female,66833,22,39,307,30.0,89949,997,100,1000,5000,500,50000,No,Christopher Turner,4.0,60+,500000,Middle Income
1897,Nauru,75,Male,111440,45,34,155,35.0,96375,996,100,1000,5000,500,50000,No,Jennifer Cortez,4.0,60+,500000,High Income
8927,Vietnam,67,Female,66833,72,33,162,38.0,96715,995,100,1000,5000,500,50000,Yes,Christopher Turner,4.0,60+,500000,Middle Income
2094,France,57,Male,134146,44,36,358,25.0,86172,987,100,1000,5000,500,50000,Yes,Robert Mendez,4.0,46-60,500000,High Income
1528,Sri Lanka,77,Male,141247,23,19,206,48.0,88034,985,100,1000,5000,500,50000,Yes,Frank Wallace,4.0,60+,500000,High Income
2094,France,57,Male,134146,63,25,293,47.0,91139,990,100,1000,5000,500,50000,Yes,Robert Mendez,4.0,46-60,500000,High Income
6894,British Virgin Islands,48,Female,117410,75,16,220,48.0,88540,987,100,1000,5000,500,50000,Yes,Kimberly Nolan,4.0,46-60,500000,High Income
3654,Pakistan,23,Male,135713,26,36,235,40.0,93660,998,100,1000,5000,500,50000,No,Jason Smith,4.0,18-30,500000,High Income
6055,Belarus,30,Female,29349,35,27,126,35.0,99497,991,100,1000,5000,500,50000,Yes,John Schmidt,4.0,31-45,500000,Low Income
4659,Equatorial Guinea,71,Female,102965,5,17,191,46.0,91242,990,100,1000,5000,500,50000,Yes,Anthony Johnson,4.0,60+,500000,High Income
8647,United States of America,43,Male,149341,34,30,343,35.0,98504,993,100,1000,5000,500,50000,Yes,Timothy Diaz,4.0,31-45,500000,High Income
9705,Korea,60,Female,101919,62,28,191,46.0,91434,991,100,1000,5000,500,50000,Yes,Nathaniel Cline,4.0,60+,500000,High Income
7027,Argentina,36,Male,80942,32,11,329,35.0,96624,996,100,1000,5000,500,50000,No,Jill Hicks,4.0,31-45,500000,High Income
6134,Denmark,32,Female,69538,47,9,162,34.0,95215,997,100,1000,5000,500,50000,No,Katelyn Williamson,4.0,31-45,500000,Middle Income
8173,Russian Federation,65,Female,22502,71,3,148,21.0,75221,975,99,1000,4999,500,50000,Yes,Samantha Blackburn,3.999,60+,494901,Low Income
5588,Nigeria,22,Male,43656,72,13,119,30.0,95479,994,100,1000,5000,500,50000,Yes,Tonya Schmidt,4.0,18-30,500000,Middle Income
2402,United Kingdom,32,Female,84475,42,23,264,49.0,86373,982,100,1000,5000,500,50000,Yes,Erica Sanders,4.0,31-45,500000,High Income
8919,Djibouti,48,Female,115011,47,19,343,38.0,99488,990,100,1000,5000,500,50000,Yes,Sarah Garner,4.0,46-60,500000,High Income
3682,Turks and Caicos Islands,74,Male,20021,57,38,119,21.0,77900,975,99,1000,5000,500,50000,Yes,Corey Arias,4.0,60+,495000,Low Income
2985,Tonga,36,Female,54771,27,37,126,25.0,85316,986,100,1000,5000,500,50000,Yes,Judith Gilbert,4.0,31-45,500000,Middle Income
3391,Norfolk Island,70,Female,140276,68,24,235,50.0,85178,980,100,1000,5000,500,50000,Yes,Benjamin Bailey,4.0,60+,500000,High Income
7043,Slovenia,51,Male,34227,17,20,358,35.0,99853,990,100,1000,5000,500,50000,Yes,Matthew Mills,4.0,46-60,500000,Middle Income
4050,Bulgaria,57,Female,53494,64,19,228,49.0,86018,982,100,1000,5000,500,50000,Yes,Jessica Boyd,4.0,46-60,500000,Middle Income
3670,Australia,47,Female,30710,75,22,206,49.0,87446,984,100,1000,5000,500,50000,Yes,Jaime Nelson,4.0,46-60,500000,Middle Income
7968,Nepal,48,Female,92045,30,28,242,48.0,87326,985,100,1000,5000,500,50000,Yes,Jade Dyer,4.0,46-60,500000,High Income
3519,Bouvet Island (Bouvetoya),36,Female,137116,52,37,235,38.0,93672,999,100,1000,5000,500,50000,Yes,Michael Norton,4.0,31-45,500000,High Income
2077,American Samoa,73,Male,75758,65,26,256,49.0,86577,983,100,1000,5000,500,50000,Yes,Luis Travis,4.0,60+,500000,High Income
6164,North Macedonia,48,Female,65378,49,37,112,21.0,78248,975,99,1000,5000,500,50000,Yes,Jennifer Smith,4.0,46-60,495000,Middle Income
5963,Panama,47,Male,27329,29,7,155,30.0,91243,997,100,1000,5000,500,50000,No,Randy Hester,4.0,46-60,500000,Low Income
7830,Turks and Caicos Islands,67,Female,117629,71,26,343,38.0,99439,991,100,1000,5000,500,50000,Yes,Rebecca Pope,4.0,60+,500000,High Income
1198,Paraguay,59,Female,144664,56,9,358,25.0,87468,989,100,1000,5000,500,50000,Yes,Melissa Braun,4.0,46-60,500000,High Income
2436,Ireland,50,Female,84312,28,27,191,47.0,90867,990,100,1000,5000,500,50000,Yes,Jeffrey Olson,4.0,46-60,500000,High Income
8815,American Samoa,32,Female,68083,9,11,242,43.0,92525,995,100,1000,5000,500,50000,No,Jason Myers,4.0,31-45,500000,Middle Income
1140,Ireland,50,Male,109312,26,12,206,43.0,93092,994,100,1000,5000,500,50000,No,Zachary Coleman,4.0,46-60,500000,High Income
2542,Dominica,51,Male,124389,21,18,119,34.0,99325,991,100,1000,5000,500,50000,No,Guy Conway,4.0,46-60,500000,High Income
4237,South Georgia and the South Sandwich Islands,26,Male,121168,78,5,329,25.0,83592,985,100,1000,5000,500,50000,Yes,Cynthia Ford,4.0,18-30,500000,High Income
3334,Bulgaria,51,Male,49970,56,6,220,35.0,92904,1000,100,1000,5000,500,50000,No,Bryan Garcia,4.0,46-60,500000,Middle Income
9036,Maldives,26,Male,121486,59,38,97,15.0,75221,975,98,997,4992,500,49997,Yes,Sara Hooper,4.007021063,18-30,489216,High Income
8007,Uzbekistan,46,Male,107684,32,28,343,37.0,99162,991,100,1000,5000,500,50000,Yes,Alicia Blake,4.0,46-60,500000,High Income
6039,Niue,55,Female,117210,38,33,264,43.0,92713,995,100,1000,5000,500,50000,Yes,David Wise,4.0,46-60,500000,High Income
9429,Czech Republic,49,Male,27650,5,37,343,27.0,88177,992,100,1000,5000,500,50000,Yes,Melissa Lee,4.0,46-60,500000,Low Income
2461,Albania,49,Female,117410,59,40,278,31.0,90059,999,100,1000,5000,500,50000,Yes,Frank Smith,4.0,46-60,500000,High Income
7132,Georgia,55,Male,58777,9,10,155,34.0,95952,997,100,1000,5000,500,50000,No,Dean Smith,4.0,46-60,500000,Middle Income
2677,Slovakia (Slovak Republic),76,Male,35593,22,3,293,26.0,83738,988,100,1000,5000,500,50000,Yes,Steven Miller,4.0,60+,500000,Middle Income
2789,Mongolia,30,Male,90703,7,39,90,11.0,75221,975,93,984,4963,500,49961,Yes,Steven Weber,4.043699187,31-45,461559,High Income
3164,Venezuela,52,Female,75189,35,9,141,30.0,93111,996,100,1000,5000,500,50000,No,James Beasley,4.0,46-60,500000,High Income
2266,Reunion,66,Female,77406,39,30,256,47.0,89655,990,100,1000,5000,500,50000,Yes,Laura Navarro,4.0,60+,500000,High Income
5030,Tokelau,25,Male,21359,57,35,336,31.0,94270,997,100,1000,5000,500,50000,Yes,Dylan Phillips,4.0,18-30,500000,Low Income
1839,Guam,26,Male,29981,47,12,249,44.0,91823,994,100,1000,5000,500,50000,Yes,James Lopez,4.0,18-30,500000,Low Income
5437,Guyana,27,Male,148410,77,22,191,48.0,89746,988,100,1000,5000,500,50000,Yes,Jesus Wood,4.0,18-30,500000,High Income
8890,Germany,75,Male,58008,59,24,155,42.0,96726,992,100,1000,5000,500,50000,Yes,Edward Martin,4.0,60+,500000,Middle Income
1056,Benin,18,Female,96297,72,6,351,22.0,79484,975,100,1000,5000,500,50000,Yes,Richard Cook,4.0,18-30,500000,High Income
6046,Uganda,53,Male,77582,6,24,358,35.0,99910,990,100,1000,5000,500,50000,Yes,Robert Hernandez,4.0,46-60,500000,High Income
7801,Belize,59,Male,81771,43,34,184,40.0,95308,996,100,1000,5000,500,50000,No,James Clarke,4.0,46-60,500000,High Income
9283,Sierra Leone,33,Male,143581,68,32,97,23.0,86663,985,100,1000,5000,500,50000,Yes,Brian Rodriguez,4.0,31-45,500000,High Income
7922,Bolivia,39,Male,87292,44,3,314,23.0,78985,975,100,1000,5000,500,50000,Yes,Amy Riley,4.0,31-45,500000,High Income
1095,Brazil,29,Male,147173,78,19,97,28.0,95382,991,100,1000,5000,500,50000,Yes,Jason Johnson,4.0,18-30,500000,High Income
1905,Thailand,43,Male,129735,62,27,235,49.0,86582,983,100,1000,5000,500,50000,Yes,Anna Summers,4.0,31-45,500000,High Income
8505,France,52,Male,87994,28,3,148,21.0,75221,975,99,1000,4999,500,50000,Yes,Cynthia Bright,3.999,46-60,494901,High Income
9860,Germany,29,Female,33913,69,38,213,36.0,93343,1000,100,1000,5000,500,50000,Yes,Joshua Cox,4.0,18-30,500000,Middle Income
3678,Dominica,58,Male,21215,51,30,278,45.0,91669,992,100,1000,5000,500,50000,Yes,Kevin Wilson,4.0,46-60,500000,Low Income
7201,Uganda,59,Male,146686,73,32,170,40.0,96239,995,100,1000,5000,500,50000,Yes,James Chen,4.0,46-60,500000,High Income
6380,Burkina Faso,74,Male,87795,7,32,365,28.0,93213,993,100,1000,5000,500,50000,Yes,Jane Ryan,4.0,60+,500000,High Income
2956,Trinidad and Tobago,57,Female,53847,26,40,336,23.0,79244,975,100,1000,5000,500,50000,Yes,Amber Keller,4.0,46-60,500000,Middle Income
3464,Italy,57,Female,119264,44,36,220,40.0,93872,998,100,1000,5000,500,50000,No,Michael Lewis,4.0,46-60,500000,High Income
8686,Russian Federation,50,Male,135485,78,22,148,41.0,97918,991,100,1000,5000,500,50000,Yes,Alejandro Blackburn,4.0,46-60,500000,High Income
3281,French Polynesia,49,Male,116575,46,35,343,30.0,93064,996,100,1000,5000,500,50000,Yes,Philip Miller,4.0,46-60,500000,High Income
3450,Norfolk Island,62,Female,22489,66,1,141,15.0,75221,975,97,993,4984,500,49991,Yes,Brooke Wright,4.019133938,60+,483448,Low Income
6548,Wallis and Futuna,52,Female,43777,49,22,256,50.0,85763,981,100,1000,5000,500,50000,Yes,Robert Wagner,4.0,46-60,500000,Middle Income
3761,Switzerland,20,Male,124780,15,12,184,41.0,95070,995,100,1000,5000,500,50000,No,Amanda Allen,4.0,18-30,500000,High Income
3678,Dominica,58,Male,21215,50,22,177,46.0,92500,991,100,1000,5000,500,50000,Yes,Kevin Wilson,4.0,46-60,500000,Low Income
4052,Nepal,24,Male,59738,27,6,242,36.0,92920,1000,100,1000,5000,500,50000,No,Alice Reed,4.0,18-30,500000,Middle Income
8029,Benin,22,Female,94882,11,7,278,36.0,93795,999,100,1000,5000,500,50000,No,Thomas Galvan,4.0,18-30,500000,High Income
8303,Denmark,45,Male,119298,56,17,264,48.0,88263,986,100,1000,5000,500,50000,Yes,Ashley Mcgee,4.0,46-60,500000,High Income
3221,Turks and Caicos Islands,37,Female,37536,11,20,112,32.0,99137,990,100,1000,5000,500,50000,No,John Lopez,4.0,31-45,500000,Middle Income
6980,Wallis and Futuna,71,Female,72818,28,23,314,44.0,95131,992,100,1000,5000,500,50000,Yes,Cynthia Knight,4.0,60+,500000,High Income
3354,Lithuania,74,Female,63006,58,39,119,19.0,75221,975,99,1000,4999,500,50000,Yes,Barry Jennings,3.999,60+,494901,Middle Income
9096,Sweden,73,Female,119217,56,28,242,48.0,87326,985,100,1000,5000,500,50000,Yes,Kathryn Gentry,4.0,60+,500000,High Income
1215,Dominican Republic,69,Female,58614,76,29,170,43.0,95391,993,100,1000,5000,500,50000,Yes,Jacob Rogers,4.0,60+,500000,Middle Income
8251,Trinidad and Tobago,64,Female,58607,22,28,162,42.0,96193,993,100,1000,5000,500,50000,No,James Austin,4.0,60+,500000,Middle Income
2266,Reunion,66,Female,77406,37,13,343,34.0,97570,994,100,1000,5000,500,50000,Yes,Laura Navarro,4.0,60+,500000,High Income
4019,China,66,Male,104111,76,24,97,28.0,95966,991,100,1000,5000,500,50000,Yes,Darlene Rodriguez,4.0,60+,500000,High Income
6214,Nepal,64,Male,59497,59,37,119,23.0,82145,978,100,1000,5000,500,50000,Yes,Matthew Hill,4.0,60+,500000,Middle Income
4395,Mali,68,Female,98971,39,40,242,33.0,90926,1000,100,1000,5000,500,50000,No,Anthony Rivas,4.0,60+,500000,High Income
5402,Saint Vincent and the Grenadines,46,Female,103037,77,4,264,31.0,89418,998,100,1000,5000,500,50000,No,Robert Meza,4.0,46-60,500000,High Income
6134,Denmark,32,Female,69538,25,40,365,16.0,75221,975,98,997,4993,500,49998,Yes,Katelyn Williamson,4.008024072,31-45,489314,Middle Income
9629,Qatar,72,Male,113309,72,10,293,39.0,95344,997,100,1000,5000,500,50000,Yes,Daniel Cordova,4.0,60+,500000,High Income
5494,Norway,76,Female,117806,60,13,322,38.0,97392,994,100,1000,5000,500,50000,Yes,Sara Perry,4.0,60+,500000,High Income
7944,Bermuda,64,Female,73886,32,3,148,21.0,75221,975,99,1000,4999,500,50000,Yes,Christine Saunders,3.999,60+,494901,High Income
6667,Gambia,34,Female,74284,35,7,177,33.0,93342,999,100,1000,5000,500,50000,No,Eric Cannon,4.0,31-45,500000,High Income
1627,Turks and Caicos Islands,61,Female,77288,49,4,329,23.0,79177,975,100,1000,5000,500,50000,Yes,Gabriela Johnson,4.0,60+,500000,High Income
6504,Benin,55,Male,74615,66,22,90,26.0,93222,990,100,1000,5000,500,50000,Yes,Kelli King,4.0,46-60,500000,High Income
5383,United States Virgin Islands,18,Female,131886,6,25,307,45.0,93921,992,100,1000,5000,500,50000,Yes,Steven Oliver,4.0,18-30,500000,High Income
8126,Chile,40,Female,40502,5,13,336,35.0,97829,994,100,1000,5000,500,50000,No,Rebecca Bernard,4.0,31-45,500000,Middle Income
6166,Angola,60,Male,22316,7,31,343,34.0,97946,994,100,1000,5000,500,50000,No,Heather Mullen,4.0,60+,500000,Low Income
5838,Belgium,22,Male,148634,5,32,242,45.0,91056,992,100,1000,5000,500,50000,Yes,Michelle Robles,4.0,18-30,500000,High Income
5601,North Macedonia,26,Male,29762,46,2,343,16.0,75221,975,98,996,4990,500,49996,Yes,Spencer Carr,4.010040161,18-30,489020,Low Income
8408,Denmark,62,Female,135028,41,16,90,24.0,89333,987,100,1000,5000,500,50000,Yes,Rachel Lopez,4.0,60+,500000,High Income
7738,Guatemala,79,Male,98183,65,36,104,20.0,78025,975,99,1000,5000,500,50000,Yes,Bruce Cisneros,4.0,60+,495000,High Income
8888,Solomon Islands,50,Male,130382,29,12,264,44.0,92496,994,100,1000,5000,500,50000,No,Michelle Martinez,4.0,46-60,500000,High Income
2384,Chile,24,Male,51990,30,37,228,38.0,93718,999,100,1000,5000,500,50000,No,Daniel Patel,4.0,18-30,500000,Middle Income
5437,Guyana,27,Male,148410,66,34,184,40.0,95308,996,100,1000,5000,500,50000,Yes,Jesus Wood,4.0,18-30,500000,High Income
8936,Ukraine,34,Male,29387,39,11,104,24.0,86330,985,100,1000,5000,500,50000,Yes,Debra Meza,4.0,31-45,500000,Low Income
3221,Turks and Caicos Islands,37,Female,37536,70,36,228,40.0,93734,998,100,1000,5000,500,50000,Yes,John Lopez,4.0,31-45,500000,Middle Income
